review_id,username,beer_id,rating,name,comment,pub_date,,,,,,,
123,teus,122,3,Angry Orchard Apple Ginger,It is good,2017-03-01,,,,,,,
124,yasset,123,5,Angry Orchard Crisp Apple,It is good,2017-03-02,,,,,,,
125,yasset,124,1,Angry Orchard Crisp Apple,It is good,2017-03-03,,,,,,,
126,teus,125,2,Golden One,"Hey, this is great stuff!",2017-03-04,,,,,,,
127,carlos,126,2,Arjuna,"Hey, this is great stuff!",2017-03-05,,,,,,,
128,john,127,1,Uroboros,Awesome,2017-03-06,,,,,,,
129,jadianes,128,1,Long Leaf,A special one,2017-03-07,,,,,,,
130,john,129,5,Honey Badger Blonde,Enjoyable,2017-03-08,,,,,,,
131,john,130,4,Porter (a/k/a Black Gold Porter),A special one,2017-03-09,,,,,,,
132,teus,131,5,Sky High Rye,Awesome,2017-03-10,,,,,,,
133,mari,132,2,Whitsun,It is good,2017-03-11,,,,,,,
134,yasset,133,2,On-On Ale (2008),A special one,2017-03-12,,,,,,,
135,carlos,134,5,Quakertown Stout,Enjoyable,2017-03-13,,,,,,,
136,carlos,135,4,Greenbelt Farmhouse Ale,It is good,2017-03-14,,,,,,,
137,pepe,136,1,Mo's Gose,"Hey, this is great stuff!",2017-03-15,,,,,,,
138,lluis,137,5,Green Bullet Organic India Pale Ale,A special one,2017-03-16,,,,,,,
139,yasset,138,1,Rocket Girl,A special one,2017-03-17,,,,,,,
140,teus,139,3,Ninja Porter,"Hey, this is great stuff!",2017-03-18,,,,,,,
141,jadianes,140,3,Shiva IPA,"Hey, this is great stuff!",2017-03-19,,,,,,,
142,pepe,141,5,Aslan Kölsch,A special one,2017-03-20,,,,,,,
143,teus,142,5,Aslan IPA,Enjoyable,2017-03-21,,,,,,,
144,jadianes,143,1,Aslan Amber,Awesome,2017-03-22,,,,,,,
145,carlos,144,2,This Season's Blonde,Awesome,2017-03-23,,,,,,,
146,teus,145,2,Independence Pass Ale,It is good,2017-03-24,,,,,,,
147,carlos,146,4,Trolley Stop Stout,"Hey, this is great stuff!",2017-03-25,,,,,,,
148,teus,147,1,Bitter Bitch Imperial IPA,"Hey, this is great stuff!",2017-03-26,,,,,,,
149,jadianes,148,1,Poop Deck Porter,Awesome,2017-03-27,,,,,,,
150,john,149,5,Old Red Beard Amber Ale,"Hey, this is great stuff!",2017-03-28,,,,,,,
151,lluis,150,4,Hop A-Peel,Enjoyable,2017-03-29,,,,,,,
152,teus,151,4,Vanilla Java Porter,It is good,2017-03-30,,,,,,,
153,mari,152,1,Michelada,A special one,2017-03-31,,,,,,,
154,lluis,153,2,Dirty Blonde Ale,"Hey, this is great stuff!",2017-04-01,,,,,,,
155,teus,154,4,Grand Circus IPA,Enjoyable,2017-04-02,,,,,,,
156,carlos,155,4,Atwater's Lager,"Hey, this is great stuff!",2017-04-03,,,,,,,
157,mari,156,3,Heavy Machinery IPA Series #1: Heavy Fist,"Hey, this is great stuff!",2017-04-04,,,,,,,
158,lluis,157,3,Fire Eagle IPA,"Hey, this is great stuff!",2017-04-05,,,,,,,
159,pepe,158,1,Peacemaker,Enjoyable,2017-04-06,,,,,,,
160,john,159,1,Pearl-Snap,"Hey, this is great stuff!",2017-04-07,,,,,,,
161,mari,160,5,Black Thunder,"Hey, this is great stuff!",2017-04-08,,,,,,,
162,jadianes,161,2,Raja,A special one,2017-04-09,,,,,,,
163,carlos,162,2,Perzik Saison,"Hey, this is great stuff!",2017-04-10,,,,,,,
164,john,163,2,Avery Joe’s Premium American Pilsner,It is good,2017-04-11,,,,,,,
165,john,164,1,White Rascal,Enjoyable,2017-04-12,,,,,,,
166,carlos,165,4,Avery India Pale Ale,"Hey, this is great stuff!",2017-04-13,,,,,,,
167,jadianes,166,2,Ellie’s Brown Ale,Enjoyable,2017-04-14,,,,,,,
168,jadianes,167,1,Pumpkin Beast,"Hey, this is great stuff!",2017-04-15,,,,,,,
169,jadianes,168,4,OktoberBeast,It is good,2017-04-16,,,,,,,
170,pepe,169,5,Mad Beach,Enjoyable,2017-04-17,,,,,,,
171,jadianes,170,5,Hog Wild India Pale Ale,A special one,2017-04-18,,,,,,,
172,lluis,171,5,Devils Tramping Ground Tripel,Awesome,2017-04-19,,,,,,,
173,john,172,4,Hot Rod Red,"Hey, this is great stuff!",2017-04-20,,,,,,,
174,pepe,173,1,Palate Mallet,A special one,2017-04-21,,,,,,,
175,teus,174,2,Back East Porter,Enjoyable,2017-04-22,,,,,,,
176,jadianes,175,5,Back East Golden Ale,Awesome,2017-04-23,,,,,,,
177,mari,176,1,Misty Mountain IPA,A special one,2017-04-24,,,,,,,
178,pepe,177,1,Back East Ale,A special one,2017-04-25,,,,,,,
179,yasset,178,1,Truck Stop Honey Brown Ale,Awesome,2017-04-26,,,,,,,
180,jadianes,179,3,Naked Pig Pale Ale,"Hey, this is great stuff!",2017-04-27,,,,,,,
181,teus,180,2,Topcutter India Pale Ale,"Hey, this is great stuff!",2017-04-28,,,,,,,
182,john,181,4,Field 41 Pale Ale,Enjoyable,2017-04-29,,,,,,,
183,pepe,182,5,Grapefruit Sculpin,"Hey, this is great stuff!",2017-04-30,,,,,,,
184,lluis,183,3,Even Keel,A special one,2017-05-01,,,,,,,
185,lluis,184,5,Ballast Point Pale Ale,A special one,2017-05-02,,,,,,,
186,yasset,185,5,Big Eye India Pale Ale,"Hey, this is great stuff!",2017-05-03,,,,,,,
187,yasset,186,3,Longfin Lager,Awesome,2017-05-04,,,,,,,
188,pepe,187,1,Sculpin IPA,Awesome,2017-05-05,,,,,,,
189,john,188,2,All Nighter Ale,A special one,2017-05-06,,,,,,,
190,john,189,2,Banner American Rye,It is good,2017-05-07,,,,,,,
191,carlos,190,4,Banner American Ale,It is good,2017-05-08,,,,,,,
192,john,191,3,Thai.p.a,A special one,2017-05-09,,,,,,,
193,carlos,192,5,Barrio Blanco,A special one,2017-05-10,,,,,,,
194,carlos,193,3,Barrio Tucson Blonde,Enjoyable,2017-05-11,,,,,,,
195,mari,194,1,Hop in the ‘Pool Helles,Enjoyable,2017-05-12,,,,,,,
196,carlos,195,4,Ultra Gnar Gnar IPA,It is good,2017-05-13,,,,,,,
197,john,196,5,In-Tents India Pale Lager,"Hey, this is great stuff!",2017-05-14,,,,,,,
198,yasset,197,4,Lost Meridian Wit,It is good,2017-05-15,,,,,,,
199,teus,198,3,Celestial Meridian Cascadian Dark Lager,It is good,2017-05-16,,,,,,,
200,teus,199,2,Wagon Party,"Hey, this is great stuff!",2017-05-17,,,,,,,
201,yasset,200,3,Sky-Five,"Hey, this is great stuff!",2017-05-18,,,,,,,
202,jadianes,201,4,Stargrazer,"Hey, this is great stuff!",2017-05-19,,,,,,,
203,pepe,202,4,Wonderstuff,Awesome,2017-05-20,,,,,,,
204,teus,203,1,Tarnation California-Style Lager,Enjoyable,2017-05-21,,,,,,,
205,jadianes,204,3,On the Count of 3 (2015),A special one,2017-05-22,,,,,,,
206,pepe,205,1,Summer Swelter,A special one,2017-05-23,,,,,,,
207,lluis,206,1,Phantom Punch Winter Stout,"Hey, this is great stuff!",2017-05-24,,,,,,,
208,yasset,207,1,Hayride Autumn Ale,"Hey, this is great stuff!",2017-05-25,,,,,,,
209,teus,208,3,Celsius Summer Ale (2012),A special one,2017-05-26,,,,,,,
210,carlos,209,3,Amber Road,Awesome,2017-05-27,,,,,,,
211,teus,210,3,Pamola Xtra Pale Ale,A special one,2017-05-28,,,,,,,
212,jadianes,211,5,Stowaway IPA,It is good,2017-05-29,,,,,,,
213,pepe,212,3,Hoptopus Double IPA,"Hey, this is great stuff!",2017-05-30,,,,,,,
214,mari,213,4,Watermelon Ale,Enjoyable,2017-05-31,,,,,,,
215,teus,214,1,Fenway American Pale Ale,It is good,2017-06-01,,,,,,,
216,pepe,215,4,Back Bay IPA,"Hey, this is great stuff!",2017-06-02,,,,,,,
217,lluis,216,3,Bunker Hill Blueberry Ale ,"Hey, this is great stuff!",2017-06-03,,,,,,,
218,yasset,217,1,Oberon,"Hey, this is great stuff!",2017-06-04,,,,,,,
219,lluis,218,1,Smitten,A special one,2017-06-05,,,,,,,
220,teus,219,1,Winter White,It is good,2017-06-06,,,,,,,
221,jadianes,220,1,Oberon,It is good,2017-06-07,,,,,,,
222,mari,221,4,Two Hearted,"Hey, this is great stuff!",2017-06-08,,,,,,,
223,carlos,222,1,Best Brown,It is good,2017-06-09,,,,,,,
224,yasset,223,5,Moar,It is good,2017-06-10,,,,,,,
225,lluis,224,1,Uber Lupin Schwarz IPA,A special one,2017-06-11,,,,,,,
226,mari,225,1,Nordic Blonde,Enjoyable,2017-06-12,,,,,,,
227,yasset,226,2,Cold Press,A special one,2017-06-13,,,,,,,
228,mari,227,3,Harness the Winter,A special one,2017-06-14,,,,,,,
229,pepe,228,2,14° ESB ,Awesome,2017-06-15,,,,,,,
230,jadianes,229,5,Bent Hop Golden IPA,Enjoyable,2017-06-16,,,,,,,
231,mari,230,2,Bent Paddle Black Ale,Enjoyable,2017-06-17,,,,,,,
232,mari,231,1,Venture Pils,It is good,2017-06-18,,,,,,,
233,teus,232,2,Lost Sailor IPA,A special one,2017-06-19,,,,,,,
234,pepe,233,4,Steel Rail Extra Pale Ale,Awesome,2017-06-20,,,,,,,
235,teus,234,1,La Frontera Premium IPA,Enjoyable,2017-06-21,,,,,,,
236,carlos,235,2,Tejas Lager,Enjoyable,2017-06-22,,,,,,,
237,jadianes,236,5,Number 22 Porter,Enjoyable,2017-06-23,,,,,,,
238,yasset,237,5,Big Bend Hefeweizen,"Hey, this is great stuff!",2017-06-24,,,,,,,
239,lluis,238,4,Terlingua Gold,Enjoyable,2017-06-25,,,,,,,
240,pepe,239,3,Aprè Shred,"Hey, this is great stuff!",2017-06-26,,,,,,,
241,mari,240,3,Hemlock Double IPA,"Hey, this is great stuff!",2017-06-27,,,,,,,
242,jadianes,241,3,West Portal Colorado Common Summer Ale,Enjoyable,2017-06-28,,,,,,,
243,lluis,242,4,Disconnected Red,It is good,2017-06-29,,,,,,,
244,john,243,1,Big Elm IPA,Awesome,2017-06-30,,,,,,,
245,pepe,244,5,Gerry Dog Stout,Enjoyable,2017-07-01,,,,,,,
246,pepe,245,5,413 Farmhouse Ale,A special one,2017-07-02,,,,,,,
247,pepe,246,4,Dark Star,"Hey, this is great stuff!",2017-07-03,,,,,,,
248,lluis,247,3,Ryecoe,Enjoyable,2017-07-04,,,,,,,
249,teus,248,4,Blueberry Blonde,A special one,2017-07-05,,,,,,,
250,pepe,249,2,Galaxy IPA,"Hey, this is great stuff!",2017-07-06,,,,,,,
251,carlos,250,1,Big River Pilsner,"Hey, this is great stuff!",2017-07-07,,,,,,,
252,carlos,251,3,House Brand IPA,Enjoyable,2017-07-08,,,,,,,
253,teus,252,4,Big Sky IPA,Awesome,2017-07-09,,,,,,,
254,pepe,253,3,Scape Goat Pale Ale,Awesome,2017-07-10,,,,,,,
255,john,254,5,Montana Trout Slayer Ale,Enjoyable,2017-07-11,,,,,,,
256,carlos,255,4,Moose Drool Brown Ale,Awesome,2017-07-12,,,,,,,
257,mari,256,3,Powder Hound Winter Ale,It is good,2017-07-13,,,,,,,
258,pepe,257,4,Moose Drool Brown Ale (2011),A special one,2017-07-14,,,,,,,
259,carlos,258,3,Montana Trout Slayer Ale (2012),Enjoyable,2017-07-15,,,,,,,
260,lluis,259,3,Big Sky IPA (2012),A special one,2017-07-16,,,,,,,
261,john,260,4,Summer Honey,Enjoyable,2017-07-17,,,,,,,
262,teus,261,4,Scape Goat Pale Ale (2010),It is good,2017-07-18,,,,,,,
263,pepe,262,3,Montana Trout Slayer Ale (2009),Awesome,2017-07-19,,,,,,,
264,pepe,263,5,Moose Drool Brown Ale (2009),Enjoyable,2017-07-20,,,,,,,
265,john,264,4,Arcus IPA,"Hey, this is great stuff!",2017-07-21,,,,,,,
266,teus,265,2,Wavemaker,Awesome,2017-07-22,,,,,,,
267,yasset,266,1,Jack Pine Savage,"Hey, this is great stuff!",2017-07-23,,,,,,,
268,mari,267,5,Forest Fire Imperial Smoked Rye,Awesome,2017-07-24,,,,,,,
269,mari,268,2,Bad Axe Imperial IPA,"Hey, this is great stuff!",2017-07-25,,,,,,,
270,teus,269,4,Morning Wood,"Hey, this is great stuff!",2017-07-26,,,,,,,
271,pepe,270,5,Bark Bite IPA,"Hey, this is great stuff!",2017-07-27,,,,,,,
272,yasset,271,4,Jalapeno Pale Ale,Enjoyable,2017-07-28,,,,,,,
273,carlos,272,1,Blown Out Brown,Awesome,2017-07-29,,,,,,,
274,jadianes,273,5,Single Hop Ale,A special one,2017-07-30,,,,,,,
275,lluis,274,2,Sawtooth Ale,Awesome,2017-07-31,,,,,,,
276,yasset,275,5,Saucy Intruder,"Hey, this is great stuff!",2017-08-01,,,,,,,
277,carlos,276,2,Deception,"Hey, this is great stuff!",2017-08-02,,,,,,,
278,teus,277,3,Blackmarket Rye IPA,A special one,2017-08-03,,,,,,,
279,pepe,278,4,Black Market Hefeweizen,Enjoyable,2017-08-04,,,,,,,
280,pepe,279,3,Aftermath Pale Ale,It is good,2017-08-05,,,,,,,
281,jadianes,280,1,American India Red Ale,"Hey, this is great stuff!",2017-08-06,,,,,,,
282,teus,281,2,American Red Porter,Awesome,2017-08-07,,,,,,,
283,john,282,1,American Red Saison,Awesome,2017-08-08,,,,,,,
284,john,283,3,Colorado Red Ale,It is good,2017-08-09,,,,,,,
285,yasset,284,3,Saddle Bronc Brown Ale,"Hey, this is great stuff!",2017-08-10,,,,,,,
286,lluis,285,2,Bomber Mountain Amber Ale,"Hey, this is great stuff!",2017-08-11,,,,,,,
287,teus,286,2,Flying Sailor,A special one,2017-08-12,,,,,,,
288,carlos,287,5,Nordskye ,A special one,2017-08-13,,,,,,,
289,lluis,288,2,North Third Stout,Awesome,2017-08-14,,,,,,,
290,carlos,289,4,Honey Lav,Awesome,2017-08-15,,,,,,,
291,teus,290,1,Coconut Brown Ale,"Hey, this is great stuff!",2017-08-16,,,,,,,
292,john,291,1,51K IPA,It is good,2017-08-17,,,,,,,
293,teus,292,1,Grand Rabbits,It is good,2017-08-18,,,,,,,
294,teus,293,3,1800 Big Log Wheat (2012),"Hey, this is great stuff!",2017-08-19,,,,,,,
295,carlos,294,2,Double Play Pilsner,A special one,2017-08-20,,,,,,,
296,lluis,295,5,Brewerhood Brown Ale,A special one,2017-08-21,,,,,,,
297,teus,296,5,Last Call Imperial Amber Ale,"Hey, this is great stuff!",2017-08-22,,,,,,,
298,jadianes,297,1,Pernicious Double IPA,It is good,2017-08-23,,,,,,,
299,yasset,298,1,6-4-3 Double Play Pilsner,Awesome,2017-08-24,,,,,,,
300,john,299,3,N Street Drive-In 50th Anniversary IPA,Awesome,2017-08-25,,,,,,,
301,teus,300,3,467 Ethan's Stout,"Hey, this is great stuff!",2017-08-26,,,,,,,
302,jadianes,301,5,1335 Wicked Snout,"Hey, this is great stuff!",2017-08-27,,,,,,,
303,lluis,302,5,543 Skull Creek Fresh Hopped Pale Ale,A special one,2017-08-28,,,,,,,
304,mari,303,4,1327 Pod's ESB,Awesome,2017-08-29,,,,,,,
305,yasset,304,4,1327 Pod's ESB,Enjoyable,2017-08-30,,,,,,,
306,mari,305,3,1327 Pod's ESB,A special one,2017-08-31,,,,,,,
307,yasset,306,1,834 Happy As Ale,A special one,2017-09-01,,,,,,,
308,teus,307,1,Yellow Collar,A special one,2017-09-02,,,,,,,
309,mari,308,3,Green Collar,Awesome,2017-09-03,,,,,,,
310,yasset,309,4,Quarter Mile Double IPA,It is good,2017-09-04,,,,,,,
311,lluis,310,2,Full Nelson Pale Ale,"Hey, this is great stuff!",2017-09-05,,,,,,,
312,pepe,311,4,Steel Wheels ESB,Enjoyable,2017-09-06,,,,,,,
313,mari,312,4,Blue Mountain Classic Lager,Awesome,2017-09-07,,,,,,,
314,jadianes,313,4,Full Nelson Pale Ale (2010),"Hey, this is great stuff!",2017-09-08,,,,,,,
315,lluis,314,4,Kölsch 151,It is good,2017-09-09,,,,,,,
316,carlos,315,5,Professor Black,"Hey, this is great stuff!",2017-09-10,,,,,,,
317,pepe,316,4,Little Boss,"Hey, this is great stuff!",2017-09-11,,,,,,,
318,lluis,317,2,Van Dayum!,Awesome,2017-09-12,,,,,,,
319,yasset,318,1,Spirit Animal,A special one,2017-09-13,,,,,,,
320,carlos,319,1,Toxic Sludge,"Hey, this is great stuff!",2017-09-14,,,,,,,
321,lluis,320,3,Blue Point White IPA,"Hey, this is great stuff!",2017-09-15,,,,,,,
322,pepe,321,2,Blue Point Summer Ale,Enjoyable,2017-09-16,,,,,,,
323,lluis,322,2,Toasted Lager,Enjoyable,2017-09-17,,,,,,,
324,mari,323,2,Bohemian Export Lager,It is good,2017-09-18,,,,,,,
325,john,324,1,Altus Bohemes Altbier,Enjoyable,2017-09-19,,,,,,,
326,john,325,5,Cherny Bock,A special one,2017-09-20,,,,,,,
327,carlos,326,5,Czech Pilsner,Awesome,2017-09-21,,,,,,,
328,john,327,2,Viennese Lager,Awesome,2017-09-22,,,,,,,
329,pepe,328,1,Mad Manatee IPA,Awesome,2017-09-23,,,,,,,
330,jadianes,329,1,Killer Whale Cream Ale,Enjoyable,2017-09-24,,,,,,,
331,jadianes,330,1,Duke's Cold Nose Brown Ale,Awesome,2017-09-25,,,,,,,
332,teus,331,4,Longhop IPA,Awesome,2017-09-26,,,,,,,
333,pepe,332,2,Lucky Buck,Awesome,2017-09-27,,,,,,,
334,pepe,333,4,Bomb Lager (New Recipe),It is good,2017-09-28,,,,,,,
335,lluis,334,4,Bomb Lager (Old Recipe),Enjoyable,2017-09-29,,,,,,,
336,john,335,1,Firestarter India Pale Ale,"Hey, this is great stuff!",2017-09-30,,,,,,,
337,mari,336,2,Kilt Dropper Scotch Ale,Enjoyable,2017-10-01,,,,,,,
338,teus,337,1,Wood Splitter Pilsner,"Hey, this is great stuff!",2017-10-02,,,,,,,
